enrolment_id,lesson_no,completed,completed_date
223,6,1,2024-09-20
223,7,0,
224,1,1,2024-05-18
224,2,0,
225,1,1,2024-08-07
225,2,1,2024-08-11
225,3,1,2024-08-17
225,4,1,2024-08-21
225,5,0,
226,1,1,2024-04-28
226,2,1,2024-04-30
226,3,1,2024-05-03
226,4,1,2024-05-09
226,5,1,2024-05-12
226,6,0,
227,1,1,2024-09-20
227,2,1,2024-09-24
227,3,1,2024-09-28
227,4,1,2024-09-29
227,5,1,2024-10-02
227,6,1,2024-10-04
227,7,1,2024-10-09
227,8,1,2024-10-10
227,9,1,2024-10-15
227,10,1,2024-10-21
227,11,1,2024-10-26
227,12,1,2024-10-31
228,1,0,
229,1,1,2024-09-14
229,2,1,2024-09-20
229,3,1,2024-09-26
229,4,1,2024-09-27
229,5,0,
230,1,1,2024-08-12
230,2,1,2024-08-14
230,3,1,2024-08-15
230,4,1,2024-08-20
230,5,0,
231,1,1,2024-10-12
231,2,1,2024-10-15
231,3,1,2024-10-20
231,4,1,2024-10-23
231,5,1,2024-10-28
231,6,1,2024-10-31
231,7,0,
232,1,1,2024-05-11
232,2,1,2024-05-13
232,3,1,2024-05-19
232,4,1,2024-05-25
232,5,1,2024-05-31
232,6,1,2024-06-02
232,7,1,2024-06-04
232,8,1,2024-06-06
232,9,1,2024-06-07
232,10,1,2024-06-12
232,11,0,
233,1,1,2024-10-15
233,2,1,2024-10-18
233,3,1,2024-10-19
233,4,1,2024-10-25
233,5,1,2024-10-31
233,6,1,2024-11-03
233,7,0,
234,1,0,
235,1,1,2024-09-15
235,2,1,2024-09-18
235,3,1,2024-09-24
235,4,0,
236,1,1,2024-02-23
236,2,0,
237,1,1,2024-02-07
237,2,1,2024-02-12
237,3,0,
238,1,1,2024-09-01
238,2,1,2024-09-03
238,3,1,2024-09-07
238,4,1,2024-09-12
238,5,1,2024-09-16
238,6,1,2024-09-21
238,7,0,
239,1,1,2024-08-02
239,2,1,2024-08-06
239,3,1,2024-08-11
239,4,0,
240,1,1,2024-10-31
240,2,1,2024-11-02
240,3,1,2024-11-03
240,4,1,2024-11-07
240,5,0,
241,1,1,2024-04-21
241,2,1,2024-04-27
241,3,0,
242,1,1,2024-10-17
242,2,1,2024-10-23
242,3,1,2024-10-25
242,4,0,
243,1,1,2024-02-12
243,2,1,2024-02-17
243,3,0,
244,1,1,2024-10-30
244,2,1,2024-11-01
244,3,1,2024-11-02
244,4,1,2024-11-05
244,5,1,2024-11-06
244,6,0,
245,1,1,2024-07-30
245,2,1,2024-08-01
245,3,1,2024-08-02
245,4,1,2024-08-05
245,5,0,
246,1,1,2024-01-16
246,2,1,2024-01-21
246,3,0,
247,1,1,2024-09-30
247,2,1,2024-10-05
247,3,1,2024-10-06
247,4,1,2024-10-11
247,5,1,2024-10-16
247,6,1,2024-10-22
247,7,0,
248,1,1,2024-08-18
248,2,1,2024-08-19
248,3,0,
249,1,1,2024-03-17
249,2,1,2024-03-19
249,3,1,2024-03-25
249,4,1,2024-03-28
249,5,0,
250,1,1,2024-01-12
250,2,1,2024-01-15
250,3,0,
251,1,1,2024-09-02
251,2,1,2024-09-04
251,3,1,2024-09-10
251,4,1,2024-09-12
251,5,1,2024-09-15
251,6,0,
252,1,1,2024-04-04
252,2,1,2024-04-08
252,3,1,2024-04-09
252,4,0,
253,1,1,2024-08-02
253,2,1,2024-08-05
253,3,0,
254,1,1,2024-04-05
254,2,1,2024-04-09
254,3,1,2024-04-10
254,4,1,2024-04-15
254,5,1,2024-04-19
254,6,0,
255,1,0,
256,1,1,2024-04-06
256,2,1,2024-04-10
256,3,1,2024-04-14
256,4,1,2024-04-19
256,5,1,2024-04-24
256,6,1,2024-04-27
256,7,1,2024-05-03
256,8,1,2024-05-04
256,9,1,2024-05-05
256,10,1,2024-05-07
256,11,1,2024-05-08
256,12,0,
257,1,1,2024-10-20
257,2,1,2024-10-25
257,3,0,
258,1,1,2024-09-01
258,2,1,2024-09-04
258,3,1,2024-09-06
258,4,1,2024-09-12
258,5,0,
259,1,1,2024-03-06
259,2,1,2024-03-09
259,3,1,2024-03-13
259,4,0,
260,1,1,2024-06-05
260,2,1,2024-06-07
260,3,1,2024-06-13
260,4,0,
261,1,1,2024-01-17
261,2,1,2024-01-21
261,3,1,2024-01-23
261,4,1,2024-01-28
261,5,1,2024-01-30
261,6,1,2024-02-01
261,7,1,2024-02-03
261,8,1,2024-02-06
261,9,1,2024-02-09
261,10,1,2024-02-14
261,11,1,2024-02-15
261,12,0,
262,1,1,2024-06-16
262,2,0,
263,1,0,
264,1,1,2024-03-09
264,2,1,2024-03-10
264,3,1,2024-03-14
264,4,1,2024-03-16
264,5,1,2024-03-19
264,6,0,
265,1,1,2024-09-25
265,2,1,2024-09-28
265,3,1,2024-10-01
265,4,1,2024-10-04
265,5,1,2024-10-06
265,6,0,
266,1,1,2024-09-11
266,2,1,2024-09-17
266,3,0,
267,1,1,2024-05-09
267,2,1,2024-05-15
267,3,1,2024-05-16
267,4,1,2024-05-18
267,5,1,2024-05-24
267,6,1,2024-05-27
267,7,1,2024-05-30
267,8,1,2024-06-05
267,9,1,2024-06-10
267,10,0,
268,1,1,2024-07-02
268,2,1,2024-07-05
268,3,1,2024-07-09
268,4,1,2024-07-13
268,5,1,2024-07-17
268,6,0,
269,1,1,2024-04-23
269,2,1,2024-04-29
269,3,1,2024-05-01
269,4,1,2024-05-02
269,5,1,2024-05-05
269,6,1,2024-05-08
269,7,1,2024-05-14
269,8,1,2024-05-19
269,9,1,2024-05-21
269,10,1,2024-05-26
269,11,1,2024-05-31
269,12,0,
270,1,1,2024-07-12
270,2,0,
271,1,1,2024-08-03
271,2,1,2024-08-07
271,3,1,2024-08-09
271,4,1,2024-08-14
271,5,1,2024-08-17
271,6,0,
272,1,1,2024-03-28
272,2,1,2024-03-29
272,3,0,
273,1,0,
274,1,1,2024-05-23
274,2,1,2024-05-24
274,3,1,2024-05-30
274,4,1,2024-05-31
274,5,1,2024-06-01
274,6,1,2024-06-05
274,7,1,2024-06-11
274,8,1,2024-06-12
274,9,1,2024-06-15
274,10,1,2024-06-18
274,11,1,2024-06-23
274,12,1,2024-06-25
275,1,1,2024-09-22
275,2,1,2024-09-23
275,3,1,2024-09-25
275,4,0,
276,1,1,2024-08-07
276,2,1,2024-08-09
276,3,1,2024-08-15
276,4,1,2024-08-18
276,5,1,2024-08-23
276,6,1,2024-08-24
276,7,0,
277,1,1,2024-08-20
277,2,0,
278,1,0,
279,1,1,2024-02-19
279,2,1,2024-02-25
279,3,0,
280,1,0,
281,1,1,2024-06-28
281,2,1,2024-06-30
281,3,1,2024-07-03
281,4,1,2024-07-08
281,5,1,2024-07-09
281,6,1,2024-07-12
281,7,1,2024-07-14
281,8,0,
282,1,1,2024-10-09
282,2,1,2024-10-14
282,3,1,2024-10-17
282,4,1,2024-10-20
282,5,1,2024-10-25
282,6,1,2024-10-29
282,7,1,2024-11-04
282,8,1,2024-11-08
282,9,1,2024-11-13
282,10,1,2024-11-18
282,11,1,2024-11-23
282,12,1,2024-11-28
283,1,1,2024-04-23
283,2,1,2024-04-24
283,3,0,
284,1,1,2024-08-27
284,2,1,2024-08-30
284,3,1,2024-09-01
284,4,1,2024-09-03
284,5,1,2024-09-07
284,6,1,2024-09-11
284,7,1,2024-09-15
284,8,1,2024-09-21
284,9,0,
285,1,1,2024-08-27
285,2,1,2024-08-29
285,3,1,2024-08-31
285,4,0,
286,1,1,2024-04-03
286,2,1,2024-04-05
286,3,1,2024-04-10
286,4,1,2024-04-16
286,5,0,
287,1,1,2024-03-23
287,2,1,2024-03-25
287,3,1,2024-03-29
287,4,1,2024-04-04
287,5,1,2024-04-08
287,6,1,2024-04-09
287,7,1,2024-04-12
287,8,0,
288,1,0,
289,1,1,2024-06-23
289,2,1,2024-06-27
289,3,1,2024-07-02
289,4,1,2024-07-08
289,5,1,2024-07-13
289,6,0,
290,1,0,
291,1,1,2024-09-04
291,2,1,2024-09-08
291,3,1,2024-09-12
291,4,1,2024-09-13
291,5,1,2024-09-14
291,6,1,2024-09-19
291,7,0,
292,1,1,2024-08-11
292,2,1,2024-08-17
292,3,1,2024-08-21
292,4,0,
293,1,1,2024-08-25
293,2,1,2024-08-30
293,3,1,2024-09-02
293,4,0,
294,1,1,2024-06-30
294,2,1,2024-07-04
294,3,1,2024-07-07
294,4,1,2024-07-13
294,5,0,
295,1,1,2024-08-21
295,2,1,2024-08-26
295,3,1,2024-08-31
295,4,1,2024-09-03
295,5,1,2024-09-05
295,6,1,2024-09-06
295,7,0,
296,1,1,2024-08-03
296,2,1,2024-08-05
296,3,1,2024-08-11
296,4,1,2024-08-14
296,5,0,
297,1,1,2024-03-07
297,2,1,2024-03-11
297,3,0,
298,1,1,2024-07-26
298,2,1,2024-08-01
298,3,1,2024-08-02
298,4,1,2024-08-08
298,5,0,
299,1,1,2024-05-23
299,2,1,2024-05-29
299,3,1,2024-05-31
299,4,1,2024-06-06
299,5,1,2024-06-07
299,6,0,
300,1,1,2024-02-25
300,2,1,2024-02-27
300,3,1,2024-02-29
300,4,1,2024-03-02
300,5,0,
301,1,1,2024-05-13
301,2,0,
302,1,1,2024-04-17
302,2,1,2024-04-21
302,3,1,2024-04-26
302,4,1,2024-05-01
302,5,1,2024-05-04
302,6,1,2024-05-05
302,7,1,2024-05-08
302,8,1,2024-05-14
302,9,1,2024-05-18
302,10,1,2024-05-22
302,11,0,
303,1,1,2024-10-06
303,2,1,2024-10-10
303,3,1,2024-10-11
303,4,1,2024-10-15
303,5,0,
304,1,0,
305,1,1,2024-01-29
305,2,1,2024-02-02
305,3,1,2024-02-06
305,4,1,2024-02-11
305,5,1,2024-02-13
305,6,0,
306,1,1,2024-10-02
306,2,1,2024-10-06
306,3,1,2024-10-11
306,4,1,2024-10-15
306,5,1,2024-10-19
306,6,1,2024-10-25
306,7,0,
307,1,0,
308,1,1,2024-10-12
308,2,1,2024-10-16
308,3,1,2024-10-21
308,4,1,2024-10-23
308,5,1,2024-10-28
308,6,0,
309,1,1,2024-05-15
309,2,1,2024-05-18
309,3,1,2024-05-21
309,4,1,2024-05-27
309,5,1,2024-05-28
309,6,0,
310,1,1,2024-08-30
310,2,1,2024-09-02
310,3,1,2024-09-07
310,4,1,2024-09-11
310,5,1,2024-09-16
310,6,1,2024-09-18
310,7,0,
311,1,1,2024-06-15
311,2,1,2024-06-21
311,3,0,
312,1,1,2024-07-04
312,2,0,
313,1,1,2024-03-15
313,2,1,2024-03-18
313,3,1,2024-03-19
313,4,1,2024-03-20
313,5,0,
314,1,1,2024-06-29
314,2,1,2024-07-03
314,3,0,
315,1,1,2024-02-12
315,2,1,2024-02-13
315,3,0,
316,1,1,2024-01-13
316,2,1,2024-01-17
316,3,1,2024-01-20
316,4,0,
317,1,1,2024-10-27
317,2,1,2024-10-29
317,3,1,2024-11-04
317,4,0,
318,1,1,2024-05-08
318,2,0,
319,1,1,2024-01-26
319,2,1,2024-01-30
319,3,1,2024-02-03
319,4,0,
320,1,1,2024-06-05
320,2,1,2024-06-08
320,3,1,2024-06-14
320,4,1,2024-06-16
320,5,1,2024-06-19
320,6,1,2024-06-24
320,7,0,
321,1,1,2024-04-13
321,2,1,2024-04-18
321,3,1,2024-04-19
321,4,1,2024-04-20
321,5,1,2024-04-22
321,6,1,2024-04-26
321,7,1,2024-04-30
321,8,1,2024-05-03
321,9,0,
322,1,1,2024-03-14
322,2,1,2024-03-16
322,3,1,2024-03-18
322,4,1,2024-03-23
322,5,1,2024-03-26
322,6,1,2024-03-27
322,7,1,2024-04-02
322,8,1,2024-04-03
322,9,1,2024-04-06
322,10,1,2024-04-08
322,11,1,2024-04-13
322,12,1,2024-04-16
323,1,1,2024-02-09
323,2,1,2024-02-15
323,3,1,2024-02-21
323,4,0,
324,1,1,2024-04-11
324,2,1,2024-04-17
324,3,1,2024-04-19
324,4,1,2024-04-20
324,5,1,2024-04-26
324,6,1,2024-04-30
324,7,1,2024-05-02
324,8,1,2024-05-04
324,9,0,
325,1,1,2024-09-18
325,2,1,2024-09-19
325,3,1,2024-09-22
325,4,1,2024-09-24
325,5,1,2024-09-30
325,6,0,
326,1,1,2024-09-16
326,2,1,2024-09-19
326,3,1,2024-09-20
326,4,1,2024-09-21
326,5,1,2024-09-26
326,6,1,2024-09-27
326,7,0,
327,1,1,2024-06-04
327,2,1,2024-06-08
327,3,0,
328,1,0,
329,1,1,2024-10-19
329,2,1,2024-10-20
329,3,1,2024-10-21
329,4,1,2024-10-24
329,5,1,2024-10-27
329,6,1,2024-11-01
329,7,1,2024-11-05
329,8,1,2024-11-09
329,9,1,2024-11-14
329,10,1,2024-11-18
329,11,0,
330,1,1,2024-07-02
330,2,1,2024-07-03
330,3,1,2024-07-08
330,4,1,2024-07-09
330,5,0,
331,1,1,2024-02-19
331,2,1,2024-02-20
331,3,1,2024-02-26
331,4,1,2024-02-29
331,5,1,2024-03-03
331,6,0,
332,1,1,2024-02-17
332,2,1,2024-02-22
332,3,1,2024-02-28
332,4,1,2024-03-05
332,5,1,2024-03-11
332,6,1,2024-03-14
332,7,1,2024-03-19
332,8,1,2024-03-20
332,9,1,2024-03-24
332,10,0,
333,1,1,2024-07-11
333,2,0,
334,1,1,2024-03-13
334,2,1,2024-03-14
334,3,0,
335,1,1,2024-09-14
335,2,1,2024-09-15
335,3,0,
336,1,0,
337,1,1,2024-08-09
337,2,1,2024-08-10
337,3,1,2024-08-12
337,4,1,2024-08-14
337,5,1,2024-08-20
337,6,1,2024-08-22
337,7,0,
338,1,1,2024-06-08
338,2,1,2024-06-13
338,3,1,2024-06-17
338,4,0,
339,1,1,2024-03-07
339,2,1,2024-03-13
339,3,1,2024-03-18
339,4,1,2024-03-23
339,5,1,2024-03-27
339,6,1,2024-04-01
339,7,1,2024-04-02
339,8,1,2024-04-08
339,9,1,2024-04-14
339,10,1,2024-04-17
339,11,1,2024-04-23
339,12,1,2024-04-24
340,1,1,2024-04-06
340,2,1,2024-04-11
340,3,1,2024-04-16
340,4,1,2024-04-22
340,5,1,2024-04-25
340,6,1,2024-04-28
340,7,0,
341,1,1,2024-05-19
341,2,1,2024-05-21
341,3,1,2024-05-26
341,4,1,2024-05-29
341,5,1,2024-06-02
341,6,0,
342,1,1,2024-04-09
342,2,1,2024-04-11
342,3,1,2024-04-12
342,4,1,2024-04-13
342,5,1,2024-04-16
342,6,1,2024-04-20
342,7,1,2024-04-26
342,8,0,
343,1,0,
344,1,0,
345,1,1,2024-02-14
345,2,1,2024-02-18
345,3,1,2024-02-22
345,4,1,2024-02-25
345,5,1,2024-02-28
345,6,0,
346,1,1,2024-02-09
346,2,0,
347,1,1,2024-04-23
347,2,1,2024-04-26
347,3,1,2024-04-29
347,4,1,2024-05-03
347,5,1,2024-05-05
347,6,0,
348,1,1,2024-07-24
348,2,1,2024-07-27
348,3,1,2024-08-01
348,4,1,2024-08-07
348,5,0,
349,1,0,
350,1,0,
351,1,1,2024-10-12
351,2,1,2024-10-14
351,3,1,2024-10-16
351,4,1,2024-10-22
351,5,1,2024-10-25
351,6,1,2024-10-28
351,7,1,2024-11-02
351,8,1,2024-11-05
351,9,1,2024-11-08
351,10,1,2024-11-14
351,11,1,2024-11-20
351,12,1,2024-11-26
352,1,1,2024-07-03
352,2,1,2024-07-05
352,3,1,2024-07-08
352,4,1,2024-07-09
352,5,1,2024-07-10
352,6,1,2024-07-11
352,7,0,
353,1,1,2024-09-04
353,2,1,2024-09-08
353,3,1,2024-09-12
353,4,1,2024-09-16
353,5,0,
354,1,1,2024-08-10
354,2,1,2024-08-15
354,3,1,2024-08-17
354,4,1,2024-08-22
354,5,1,2024-08-23
354,6,1,2024-08-26
354,7,0,
355,1,1,2024-09-22
355,2,1,2024-09-25
355,3,1,2024-09-27
355,4,1,2024-09-29
355,5,1,2024-10-05
355,6,1,2024-10-09
355,7,0,
356,1,1,2024-07-14
356,2,1,2024-07-15
356,3,0,
357,1,1,2024-09-13
357,2,1,2024-09-15
357,3,0,
358,1,1,2024-01-24
358,2,1,2024-01-29
358,3,0,
359,1,1,2024-03-13
359,2,1,2024-03-15
359,3,1,2024-03-16
359,4,1,2024-03-18
359,5,1,2024-03-19
359,6,1,2024-03-25
359,7,0,
360,1,1,2024-02-29
360,2,1,2024-03-03
360,3,1,2024-03-06
360,4,1,2024-03-12
360,5,1,2024-03-17
360,6,1,2024-03-18
360,7,0,
361,1,1,2024-02-27
361,2,1,2024-03-02
361,3,0,
362,1,1,2024-01-26
362,2,1,2024-01-28
362,3,1,2024-01-31
362,4,0,
363,1,1,2024-10-30
363,2,1,2024-11-05
363,3,0,
364,1,1,2024-08-28
364,2,1,2024-09-02
364,3,1,2024-09-07
364,4,1,2024-09-08
364,5,1,2024-09-10
364,6,1,2024-09-12
364,7,0,
365,1,1,2024-01-21
365,2,1,2024-01-27
365,3,1,2024-02-02
365,4,0,
366,1,1,2024-09-12
366,2,1,2024-09-13
366,3,1,2024-09-17
366,4,1,2024-09-19
366,5,1,2024-09-21
366,6,0,
367,1,0,
368,1,1,2024-08-22
368,2,0,
369,1,1,2024-05-22
369,2,1,2024-05-28
369,3,1,2024-05-30
369,4,0,
370,1,1,2024-04-26
370,2,1,2024-04-27
370,3,1,2024-05-02
370,4,1,2024-05-05
370,5,1,2024-05-11
370,6,1,2024-05-14
370,7,0,
371,1,1,2024-02-20
371,2,1,2024-02-24
371,3,1,2024-02-29
371,4,1,2024-03-06
371,5,1,2024-03-08
371,6,1,2024-03-09
371,7,0,
372,1,1,2024-06-21
372,2,1,2024-06-22
372,3,1,2024-06-28
372,4,1,2024-06-29
372,5,1,2024-07-04
372,6,1,2024-07-10
372,7,1,2024-07-12
372,8,1,2024-07-15
372,9,1,2024-07-21
372,10,1,2024-07-26
372,11,1,2024-07-31
372,12,0,
373,1,1,2024-01-14
373,2,0,
374,1,0,
375,1,1,2024-05-08
375,2,1,2024-05-13
375,3,1,2024-05-18
375,4,1,2024-05-21
375,5,0,
376,1,1,2024-03-22
376,2,1,2024-03-26
376,3,1,2024-04-01
376,4,1,2024-04-07
376,5,1,2024-04-10
376,6,1,2024-04-16
376,7,1,2024-04-22
376,8,0,
377,1,0,
378,1,1,2024-05-22
378,2,1,2024-05-23
378,3,1,2024-05-26
378,4,1,2024-05-29
378,5,1,2024-06-03
378,6,0,
379,1,1,2024-05-10
379,2,1,2024-05-15
379,3,0,
380,1,1,2024-10-01
380,2,1,2024-10-07
380,3,1,2024-10-10
380,4,1,2024-10-16
380,5,0,
381,1,1,2024-02-06
381,2,1,2024-02-09
381,3,1,2024-02-13
381,4,1,2024-02-17
381,5,1,2024-02-18
381,6,0,
382,1,1,2024-05-16
382,2,1,2024-05-20
382,3,1,2024-05-22
382,4,0,
383,1,1,2024-07-23
383,2,1,2024-07-29
383,3,0,
384,1,0,
385,1,1,2024-10-20
385,2,1,2024-10-26
385,3,1,2024-10-31
385,4,1,2024-11-03
385,5,1,2024-11-06
385,6,1,2024-11-08
385,7,1,2024-11-14
385,8,1,2024-11-15
385,9,0,
386,1,1,2024-03-12
386,2,1,2024-03-14
386,3,1,2024-03-17
386,4,1,2024-03-22
386,5,1,2024-03-23
386,6,0,
387,1,0,
388,1,1,2024-06-24
388,2,1,2024-06-26
388,3,1,2024-06-28
388,4,0,
389,1,1,2024-08-20
389,2,0,
390,1,1,2024-07-30
390,2,0,
391,1,1,2024-07-12
391,2,1,2024-07-15
391,3,0,
392,1,1,2024-05-19
392,2,1,2024-05-24
392,3,1,2024-05-27
392,4,1,2024-05-29
392,5,1,2024-05-31
392,6,0,
393,1,1,2024-08-02
393,2,1,2024-08-08
393,3,1,2024-08-14
393,4,1,2024-08-17
393,5,1,2024-08-18
393,6,0,
394,1,1,2024-09-07
394,2,1,2024-09-11
394,3,1,2024-09-12
394,4,1,2024-09-17
394,5,1,2024-09-21
394,6,1,2024-09-25
394,7,0,
395,1,1,2024-02-05
395,2,1,2024-02-06
395,3,1,2024-02-08
395,4,1,2024-02-14
395,5,1,2024-02-18
395,6,1,2024-02-23
395,7,1,2024-02-28
395,8,1,2024-02-29
395,9,0,
396,1,1,2024-01-08
396,2,1,2024-01-13
396,3,1,2024-01-15
396,4,0,
397,1,1,2024-10-28
397,2,1,2024-10-29
397,3,0,
398,1,1,2024-09-05
398,2,1,2024-09-06
398,3,1,2024-09-11
398,4,0,
399,1,1,2024-09-17
399,2,1,2024-09-18
399,3,1,2024-09-19
399,4,1,2024-09-22
399,5,1,2024-09-27
399,6,1,2024-10-02
399,7,0,
400,1,1,2024-06-14
400,2,1,2024-06-16
400,3,1,2024-06-19
400,4,0,
401,1,1,2024-08-10
401,2,1,2024-08-14
401,3,1,2024-08-19
401,4,1,2024-08-25
401,5,0,
402,1,1,2024-03-25
402,2,1,2024-03-26
402,3,0,
403,1,1,2024-08-03
403,2,1,2024-08-06
403,3,1,2024-08-08
403,4,0,
404,1,1,2024-04-11
404,2,1,2024-04-14
404,3,1,2024-04-15
404,4,1,2024-04-21
404,5,0,
405,1,1,2024-07-16
405,2,1,2024-07-22
405,3,1,2024-07-27
405,4,0,
406,1,1,2024-01-07
406,2,1,2024-01-12
406,3,1,2024-01-15
406,4,1,2024-01-18
406,5,1,2024-01-24
406,6,1,2024-01-26
406,7,1,2024-01-28
406,8,1,2024-02-03
406,9,1,2024-02-09
406,10,1,2024-02-15
406,11,0,
407,1,1,2024-10-21
407,2,0,
408,1,1,2024-09-07
408,2,1,2024-09-10
408,3,1,2024-09-13
408,4,0,
409,1,1,2024-07-29
409,2,1,2024-08-03
409,3,1,2024-08-06
409,4,1,2024-08-09
409,5,1,2024-08-15
409,6,1,2024-08-20
409,7,1,2024-08-26
409,8,1,2024-09-01
409,9,1,2024-09-03
409,10,1,2024-09-04
409,11,1,2024-09-06
409,12,1,2024-09-12
410,1,1,2024-06-17
410,2,1,2024-06-22
410,3,1,2024-06-27
410,4,0,
411,1,1,2024-04-22
411,2,1,2024-04-24
411,3,1,2024-04-27
411,4,1,2024-04-29
411,5,1,2024-05-04
411,6,1,2024-05-08
411,7,0,
412,1,1,2024-04-13
412,2,1,2024-04-14
412,3,1,2024-04-19
412,4,1,2024-04-24
412,5,1,2024-04-28
412,6,1,2024-05-02
412,7,1,2024-05-08
412,8,0,
413,1,1,2024-02-22
413,2,1,2024-02-27
413,3,1,2024-02-29
413,4,0,
414,1,0,
415,1,1,2024-06-10
415,2,1,2024-06-12
415,3,1,2024-06-13
415,4,1,2024-06-15
415,5,0,
416,1,1,2024-06-30
416,2,1,2024-07-03
416,3,1,2024-07-04
416,4,1,2024-07-08
416,5,1,2024-07-11
416,6,1,2024-07-16
416,7,0,
417,1,1,2024-07-31
417,2,1,2024-08-06
417,3,1,2024-08-08
417,4,1,2024-08-14
417,5,0,
418,1,1,2024-09-01
418,2,1,2024-09-07
418,3,1,2024-09-08
418,4,1,2024-09-11
418,5,1,2024-09-12
418,6,0,
419,1,0,
420,1,1,2024-07-31
420,2,0,
421,1,1,2024-02-13
421,2,1,2024-02-19
421,3,1,2024-02-20
421,4,1,2024-02-21
421,5,1,2024-02-23
421,6,1,2024-02-24
421,7,0,
422,1,1,2024-07-15
422,2,1,2024-07-19
422,3,1,2024-07-22
422,4,1,2024-07-25
422,5,1,2024-07-28
422,6,1,2024-07-31
422,7,0,
423,1,1,2024-05-21
423,2,0,
424,1,1,2024-06-16
424,2,0,
425,1,1,2024-03-31
425,2,1,2024-04-05
425,3,1,2024-04-06
425,4,1,2024-04-11
425,5,1,2024-04-12
425,6,1,2024-04-17
425,7,1,2024-04-18
425,8,1,2024-04-20
425,9,1,2024-04-26
425,10,0,
426,1,1,2024-09-19
426,2,0,
427,1,1,2024-06-08
427,2,0,
428,1,0,
429,1,1,2024-07-23
429,2,1,2024-07-25
429,3,1,2024-07-29
429,4,1,2024-07-30
429,5,1,2024-08-04
429,6,1,2024-08-05
429,7,0,
430,1,0,
431,1,1,2024-06-16
431,2,0,
432,1,1,2024-04-03
432,2,1,2024-04-05
432,3,1,2024-04-09
432,4,1,2024-04-13
432,5,1,2024-04-14
432,6,1,2024-04-15
432,7,1,2024-04-21
432,8,0,
433,1,1,2024-09-24
433,2,1,2024-09-29
433,3,1,2024-10-04
433,4,0,
434,1,1,2024-06-14
434,2,1,2024-06-18
434,3,0,
435,1,1,2024-09-17
435,2,1,2024-09-20
435,3,0,
436,1,1,2024-01-19
436,2,1,2024-01-23
436,3,1,2024-01-24
436,4,1,2024-01-29
436,5,1,2024-02-01
436,6,0,
437,1,0,
438,1,1,2024-03-26
438,2,1,2024-03-31
438,3,1,2024-04-03
438,4,1,2024-04-05
438,5,0,
439,1,1,2024-09-05
439,2,1,2024-09-09
439,3,0,
440,1,1,2024-06-20
440,2,1,2024-06-22
440,3,1,2024-06-24
440,4,1,2024-06-26
440,5,1,2024-07-02
440,6,1,2024-07-05
440,7,0,
441,1,1,2024-04-02
441,2,0,
442,1,1,2024-03-15
442,2,1,2024-03-19
442,3,0,
443,1,1,2024-07-20
443,2,0,
444,1,0,
445,1,1,2024-02-20
445,2,1,2024-02-25
445,3,1,2024-02-26
445,4,1,2024-02-29
445,5,0,
446,1,1,2024-10-14
446,2,1,2024-10-18
446,3,1,2024-10-22
446,4,1,2024-10-23
446,5,1,2024-10-29
446,6,1,2024-10-31
446,7,0,
447,1,1,2024-08-11
447,2,1,2024-08-14
447,3,1,2024-08-20
447,4,1,2024-08-22
447,5,1,2024-08-27
447,6,1,2024-08-29
447,7,0,
448,1,1,2024-06-02
448,2,1,2024-06-08
448,3,1,2024-06-11
448,4,1,2024-06-14
448,5,1,2024-06-18
448,6,1,2024-06-21
448,7,0,
449,1,1,2024-03-18
449,2,1,2024-03-20
449,3,1,2024-03-23
449,4,1,2024-03-28
449,5,1,2024-04-01
449,6,1,2024-04-05
449,7,1,2024-04-06
449,8,0,
450,1,1,2024-02-06
450,2,1,2024-02-12
450,3,1,2024-02-14
450,4,1,2024-02-19
450,5,1,2024-02-22
450,6,1,2024-02-26
450,7,0,
451,1,1,2024-06-22
451,2,0,
452,1,1,2024-05-03
452,2,1,2024-05-07
452,3,1,2024-05-12
452,4,0,
453,1,1,2024-04-14
453,2,1,2024-04-16
453,3,0,
454,1,1,2024-10-04
454,2,1,2024-10-09
454,3,0,
455,1,1,2024-03-09
455,2,0,
456,1,1,2024-09-27
456,2,1,2024-09-29
456,3,0,
457,1,1,2024-10-18
457,2,1,2024-10-22
457,3,1,2024-10-28
457,4,1,2024-10-31
457,5,1,2024-11-04
457,6,1,2024-11-10
457,7,0,
458,1,1,2024-09-14
458,2,1,2024-09-15
458,3,0,
459,1,1,2024-10-07
459,2,1,2024-10-11
459,3,0,
460,1,1,2024-10-25
460,2,1,2024-10-31
460,3,0,
461,1,1,2024-01-04
461,2,1,2024-01-10
461,3,1,2024-01-15
461,4,1,2024-01-19
461,5,1,2024-01-24
461,6,1,2024-01-29
461,7,1,2024-01-31
461,8,1,2024-02-01
461,9,0,
462,1,0,
463,1,1,2024-05-04
463,2,1,2024-05-10
463,3,0,
464,1,1,2024-04-16
464,2,1,2024-04-19
464,3,1,2024-04-24
464,4,1,2024-04-28
464,5,1,2024-04-30
464,6,1,2024-05-02
464,7,1,2024-05-08
464,8,1,2024-05-13
464,9,0,
465,1,1,2024-05-29
465,2,1,2024-06-01
465,3,0,
466,1,1,2024-09-28
466,2,1,2024-10-02
466,3,1,2024-10-05
466,4,1,2024-10-06
466,5,0,
467,1,1,2024-05-12
467,2,0,
468,1,1,2024-03-27
468,2,1,2024-03-31
468,3,1,2024-04-06
468,4,1,2024-04-09
468,5,1,2024-04-13
468,6,0,
469,1,1,2024-08-25
469,2,0,
470,1,1,2024-07-11
470,2,1,2024-07-13
470,3,0,
471,1,0,
